"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MXUL6G4P","journalArticle","2019","Kyriazis, Dimosthenis; Autexier, Serge; Boniface, Michael; Engen, Vegard; Jimenez-Peris, Ricardo; Jordan, Blanca; Jurak, Gregor; Kiourtis, Athanasios; Kosmidis, Thanos; Lustrek, Mitja; Maglogiannis, Ilias; Mantas, John; Martinez, Antonio; Mavrogiorgou, Argyro; Menychtas, Andreas; Montandon, Lydia; Nechifor, Cosmin-Septimiu; Nifakos, Sokratis; Papageorgiou, Alexandra; Patino-Martinez, Marta; Perez, Manuel; Plagianakos, Vassilis; Stanimirovic, Dalibor; Starc, Gregor; Tomson, Tanja; Torelli, Francesco; Traver-Salcedo, Vicente; Vassilacopoulos, George; Magdalinou, Andriana; Wajid, Usman","The CrowdHEALTH project and the Hollistic Health Records: Collective Wisdom Driving Public Health Policies","Acta informatica medica: AIM: journal of the Society for Medical Informatics of Bosnia & Herzegovina: casopis Drustva za medicinsku informatiku BiH","","0353-8109","10.5455/aim.2019.27.369-373","","INTRODUCTION: With the expansion of available Information and Communication Technology (ICT) services, a plethora of data sources provide structured and unstructured data used to detect certain health conditions or indicators of disease. Data is spread across various settings, stored and managed in different systems. Due to the lack of technology interoperability and the large amounts of health-related data, data exploitation has not reached its full potential yet. AIM: The aim of the CrowdHEALTH approach, is to introduce a new paradigm of Holistic Health Records (HHRs) that include all health determinants defining health status by using big data management mechanisms. METHODS: HHRs are transformed into HHRs clusters capturing the clinical, social and human context with the aim to benefit from the collective knowledge. The presented approach integrates big data technologies, providing Data as a Service (DaaS) to healthcare professionals and policy makers towards a ""health in all policies"" approach. A toolkit, on top of the DaaS, providing mechanisms for causal and risk analysis, and for the compilation of predictions is developed. RESULTS: CrowdHEALTH platform is based on three main pillars: Data & structures, Health analytics, and Policies. CONCLUSIONS: A holistic approach for capturing all health determinants in the proposed HHRs, while creating clusters of them to exploit collective knowledge with the aim of the provision of insight for different population segments according to different factors (e.g. location, occupation, medication status, emerging risks, etc) was presented. The aforementioned approach is under evaluation through different scenarios with heterogeneous data from multiple sources.","2019-12","2023-01-17 12:05:20","2023-01-17 12:05:20","","369-373","","5","27","","Acta Inform Med","The CrowdHEALTH project and the Hollistic Health Records","","","","","","","eng","","","","","PubMed","","PMID: 32210506 PMCID: PMC7085312","","; C:\Users\Papa ours\Zotero\storage\ERMZVVB6\Kyriazis et al. - 2019 - The CrowdHEALTH project and the Hollistic Health R.pdf","http://www.ncbi.nlm.nih.gov/pubmed/32210506","","Health Analytics; Holistic Health records; Public Health Policy Making","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTWZE6PD","journalArticle","2015","Lee, Lisa M.; Zarowsky, Christina","Foundational values for public health","Public Health Reviews","","0301-0422","10.1186/s40985-015-0004-1","","The development of an agreed-upon set of foundational ethical values for the field of public health is ongoing. In this paper we outline key elements of recent convergence on some basic moral precepts that drive public health. We suggest that three elements are particularly useful for anchoring public health practitioners' reflections on public health ethics: 1) the notions of ""common"" and ""professional"" morality, 2) an understanding of the practice and content of modern public health and especially its practical, solution-focused orientation, and 3) an appreciation of the history of public health as integrally linked to evolving and contested views of the relationship between citizens, science, and the state. There is broad agreement that governments are stewards of their populations and are responsible for providing conditions that allow for its members to be healthy and productive. Given the role of policy and government in public health, the role of political philosophy likely has a substantial place as we seek a coherent system of ethical justification in our work. The aim here is not to align with one theoretical approach or another, rather, to consider the foundational values of public health practice order to identify the common moral governance of our work. Our profession's morality-the set of norms shared by all public health professionals-is determined by what public health is and what we think it should be. As our aspirations for public health evolve, it is incumbent upon us to engage in reflective discourse to reach a new equilibrium about our moral foundation.","2015","2023-01-17 12:05:20","2023-01-17 12:05:20","","2","","","36","","Public Health Rev","","","","","","","","eng","","","","","PubMed","","PMID: 29450030 PMCID: PMC5809907","","; C:\Users\Papa ours\Zotero\storage\7HLU5CRN\Lee et Zarowsky - 2015 - Foundational values for public health.pdf","http://www.ncbi.nlm.nih.gov/pubmed/29450030","","Public health; Ethics; Values","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GVHMCEL2","journalArticle","2007","Lenihan, Patrick; Welter, Christina; Chang, Carol; Gorenflo, Grace","The operational definition of a functional local public health agency: the next strategic step in the quest for identity and relevance","Journal of public health management and practice: JPHMP","","1078-4659","10.1097/01.PHH.0000278028.33949.68","","In 2002, the National Association of County and City Health Officials embarked on a quest to clarify, in a uniform way, the functions of governmental local public health agencies. Over the next 3 years, a diverse group of local health department officials and their partners developed an Operational Definition of a Functional Local Health Department, which included 45 standards matched to the 10 Essential Services. These standards serve as the first comprehensive and uniform articulation of local health department activities for which 250 prototype metrics have subsequently been developed. This article articulates the historical and policy significance of the Operational Definition, the methodological development of the recently published prototype metrics, and presents ideas for use of the metric tool especially in light of current accreditation and quality improvement initiatives.","2007","2023-01-17 12:05:20","2023-01-17 12:05:20","","357-363","","4","13","","J Public Health Manag Pract","The operational definition of a functional local public health agency","","","","","","","eng","","","","","PubMed","","PMID: 17563623","","","http://www.ncbi.nlm.nih.gov/pubmed/17563623","","United States; Public Health Practice; Accreditation; Quality Control; Community Health Services; Task Performance and Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RHUD6P2","journalArticle","2010","Laverack G","Influencing public health policy: to what extent can public action defining the policy concerns of government?","Journal of Public Health (09431853)","","0943-1853","10.1007/s10389-009-0274-5","https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=105291624&lang=fr&site=ehost-live","","2010-02","2023-01-17 12:05:20","2023-01-17 12:05:20","2023-01-13 17:08:00","21-28","","1","18","","J PUBLIC HEALTH (09431853)","Influencing public health policy","","","","","","","","","","","","EBSCOhost","","Place: , Publisher: Springer Nature","","C:\Users\Papa ours\Zotero\storage\SVIVRKFR\Laverack G - 2010 - Influencing public health policy to what extent c.pdf","","","Decision Making; Health Policy; Community-Institutional Relations; Empowerment; Lobbying; Professional Role; Public Health Administration -- Labor Supply","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XJA63EA","journalArticle","2008","Leischow, S.J.; Best, A.; Trochim, W.M.; Clark, P.I.; Gallagher, R.S.; Marcus, S.E.; Matthews, E.","Systems Thinking to Improve the Public's Health","American Journal of Preventive Medicine","","0749-3797","10.1016/j.amepre.2008.05.014","","Abstract: Improving population health requires understanding and changing societal structures and functions, but countervailing forces sometimes undermine those changes, thus reflecting the adaptive complexity inherent in public health systems. The purpose of this paper is to propose systems thinking as a conceptual rubric for the practice of team science in public health, and transdisciplinary, translational research as a catalyst for promoting the functional efficiency of science. The paper lays a foundation for the conceptual understanding of systems thinking and transdisciplinary research, and will provide illustrative examples within and beyond public health. A set of recommendations for a systems-centric approach to translational science will be presented. © 2008 American Journal of Preventive Medicine.","2008","2023-01-17 12:05:20","2023-01-17 12:05:20","","S196-S203","","2 SUPPL.","35","","","","","","","","","","English","","","Scopus","","Scopus","","","","C:\Users\Papa ours\Zotero\storage\Y6Y5EAZE\Leischow et al. - 2008 - Systems Thinking to Improve the Public's Health.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HS2844J","journalArticle","2017","Leviton, Laura C.","Generalizing about Public Health Interventions: A Mixed-Methods Approach to External Validity","Annual Review of Public Health","","1545-2093","10.1146/annurev-publhealth-031816-044509","","Public health researchers and practitioners are calling for greater focus on external validity, the ability to generalize findings of evidence-based interventions (EBIs) beyond the limited number of studies testing effectiveness. For public health, the goal is applicability: to translate, disseminate, and implement EBIs for an impact on population health. This article is a review of methods and how they might be combined to better assess external validity. The methods include (a) better description of EBIs and their contexts; (b) combining of statistical tools and logic to draw inferences about study samples; (c) sharper definition of the theory behind the intervention and core intervention components; and (d) more systematic consultation of practitioners. For population impact, studies should focus on context features that are likely to be both important (based on program theory) and frequently encountered by practitioners. Mixed-method programs of research will allow public health to expand causal generalizations.","2017-03-20","2023-01-17 12:05:20","2023-01-17 12:05:20","","371-391","","","38","","Annu Rev Public Health","Generalizing about Public Health Interventions","","","","","","","eng","","","","","PubMed","","PMID: 28125391","","","http://www.ncbi.nlm.nih.gov/pubmed/28125391","","Humans; Public Health; Research; adaptation; Research Design; adoption; applicability; complexity; context; core components; dissemination; evidence-based interventions; Evidence-Based Practice; external validity; generalization; sampling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNQEM9MV","journalArticle","2009","Lewis, Jenny M.","Understanding policy influence and the public health agenda","New South Wales Public Health Bulletin","","1034-7674","10.1071/NB08063","","This paper analyses how the policy process is shaped by networks of influence. It reports on a study of health policy influence in Victoria, describing the theoretical framework and the methods used. Social network analysis, combined with interviews, was used to map the network's structure, identify important individuals and examine issues seen to be important and difficult. Which issues an individual is interested in are related to where that person sits within the network. It also demonstrates how influence structures the health policy agenda, and provides insights for public health practitioners who aim to influence policy.","2009","2023-01-17 12:05:20","2023-01-17 12:05:20","","125-129","","7-8","20","","N S W Public Health Bull","","","","","","","","eng","","","","","PubMed","","PMID: 19735624","","; C:\Users\Papa ours\Zotero\storage\9JV6JRIL\Lewis - 2009 - Understanding policy influence and the public heal.pdf","http://www.ncbi.nlm.nih.gov/pubmed/19735624","","Humans; Health Priorities; Public Health; Health Policy; Policy Making; Interviews as Topic; Victoria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XW2Z69Y8","journalArticle","2003","Lollar, Donald J.; Crews, John E.","Redefining the role of public health in disability","Annual Review of Public Health","","0163-7525","10.1146/annurev.publhealth.24.100901.140844","","The stated mission of current public health activities is to prevent mortality, morbidity, and disability. Though this mission is a noble challenge, attention is now being drawn to that group of the public who are not prevented from living with a disability. This chapter seeks to redefine the functions of public health in the field of disability. It describes the changing demographics of disability and provides a framework for addressing the complex issues associated with defining disability. Finally, we outline a strategy for stronger and clearer public health presence to improve the health and well-being of people with disabilities.","2003","2023-01-17 12:05:20","2023-01-17 12:05:20","","195-208","","","24","","Annu Rev Public Health","","","","","","","","eng","","","","","PubMed","","PMID: 12668756","","","http://www.ncbi.nlm.nih.gov/pubmed/12668756","","Humans; United States; Organizational Objectives; Public Health Practice; Chronic Disease; Morbidity; Demography; Healthy People Programs; Disabled Persons; Mortality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB46CMGS","journalArticle","1999","Longstreth, J.","Public health consequences of global climate change in the United States--some regions may suffer disproportionately","Environmental Health Perspectives","","0091-6765","10.1289/ehp.99107s1169","","Current risk assessments of the likely regional health impacts of global climate change (GCC) are hindered by two factors. First, dose-response relationships between weather parameters and many of the likely health effects have not been developed, and second, reliable estimates of future regional climates across the United States are still beyond the scope of current modeling efforts. Consequently, probabilistic risk estimates of most of the likely regional health impacts of GCC have such a high degree of uncertainty that their usefulness to health officials dealing with regional issues is very limited. With the numerous pressures on today's health care systems, it is understandable that the possible consequences of GCC have received scant attention from regional health care decision makers. Indeed, the consensus among this community appears to be that any increases in health effects associated with GCC will be easily handled by the current health care system. However, such a position may be naive as the potential exists that an unequal distribution of such effects could overwhelm some regions, whereas others may feel little or no impact. This review of the likely regional impacts of GCC has been structured as a semianalytical look at this issue of distributional effects. Because of the lack of dose-response information and reliable estimates of future regional climates, however, it takes a historical perspective. That is, it assumes that the quality and quantity of health risks a region faces under GCC will be directly related to its recent history of health risks from warm weather/climate-related diseases as well as to the size, characteristics, and distribution of the sensitive subpopulations currently residing within its borders. The approach is semiquantitative; however, it uses national data gathered on a regional level and as such should only be used to generate a hypothesis rather than test it. When applied to the United States, its outcome leads to the hypothesis that if indeed history repeats itself, some states or regions may be more greatly affected by GCC than others, not only because historically they are more prone to summer weather/climate-related diseases, but also because they contain a greater proportion of the sensitive subpopulations in the United States.","1999-02","2023-01-17 12:05:20","2023-01-17 12:05:20","","169-179","","Suppl 1","107 Suppl 1","","Environ Health Perspect","","","","","","","","eng","","","","","PubMed","","PMID: 10229716 PMCID: PMC1566351","","; C:\Users\Papa ours\Zotero\storage\MULYDXCD\Longstreth - 1999 - Public health consequences of global climate chang.pdf","http://www.ncbi.nlm.nih.gov/pubmed/10229716","","Humans; Public Health; United States; Animals; Risk; Disease Susceptibility; Air Pollutants; Climate; Ozone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4N7R76I5","journalArticle","2022","Maaß, Laura; Freye, Merle; Pan, Chen-Chia; Dassow, Hans-Henrik; Niess, Jasmin; Jahnel, Tina","The Definitions of Health Apps and Medical Apps From the Perspective of Public Health and Law: Qualitative Analysis of an Interdisciplinary Literature Overview","JMIR mHealth and uHealth","","2291-5222","10.2196/37980","","BACKGROUND: The terms health app and medical app are often used interchangeably but do not necessarily mean the same thing. To better understand these terms and better regulate such technologies, we need distinct definitions of health and medical apps. OBJECTIVE: This study aimed to provide an overview of the definitions of health and medical apps from an interdisciplinary perspective. We summarized the core elements of the identified definitions for their holistic understanding in the context of digital public health. METHODS: The legal frameworks for medical device regulation in the United States, the European Union, and Germany formed the basis of this study. We then searched 6 databases for articles defining health or medical apps from an interdisciplinary perspective. The narrative literature review was supported by a forward and backward snowball search for more original definitions of health and medical apps. A qualitative analysis was conducted on the identified relevant aspects and core elements of each definition. On the basis of these findings, we developed a holistic definition of health and medical apps and created a decision flowchart to highlight the differences between the 2 types. RESULTS: The legal framework showed that medical apps could be regulated as mobile medical devices, whereas there is no legal term for health apps. Our narrative literature review identified 204 peer-reviewed publications that offered a definition of health and medical apps. After screening for original definitions and applying the snowball method, 11.8% (24/204) of the publications were included in the qualitative analysis. Of these 24 publications, 22 (88%) provided an original definition of health apps and 11 (44%) described medical apps. The literature suggests that medical apps are a part of health apps. To describe health or medical apps, most definitions used the user group, a description of health, the device, the legal regulation, collected data, or technological functions. However, the regulation should not be a distinction criterion as it requires legal knowledge, which is neither suitable nor practical. An app's intended medical or health use enables a clear differentiation between health and medical apps. Ultimately, the health aim of an app and its main target group are the only distinction criteria. CONCLUSIONS: Health apps are software programs on mobile devices that process health-related data on or for their users. They can be used by every health-conscious person to maintain, improve, or manage the health of an individual or the community. As an umbrella term, health apps include medical apps. Medical apps share the same technological functions and devices. Health professionals, patients, and family caregivers are the main user groups. Medical apps are intended for clinical and medical purposes and can be legally regulated as mobile medical devices.","2022-10-31","2023-01-17 12:05:20","2023-01-17 12:05:20","","e37980","","10","10","","JMIR Mhealth Uhealth","The Definitions of Health Apps and Medical Apps From the Perspective of Public Health and Law","","","","","","","eng","","","","","PubMed","","PMID: 36315221 PMCID: PMC9664324","","; C:\Users\Papa ours\Zotero\storage\V78TV6Q6\Maaß et al. - 2022 - The Definitions of Health Apps and Medical Apps Fr.pdf","http://www.ncbi.nlm.nih.gov/pubmed/36315221","","Humans; Public Health; Health Personnel; United States; Data Collection; digital health; mobile phone; Computers, Handheld; DiGA; digital care applications; digital health applications; DiPA; health app; medical app; Mobile Applications; mobile health; mobile medical device; regulation; snowball search","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YTUUJHCT","journalArticle","2001","MacQueen, K. M.; McLellan, E.; Metzger, D. S.; Kegeles, S.; Strauss, R. P.; Scotti, R.; Blanchard, L.; Trotter, R. T.","What is community? An evidence-based definition for participatory public health","American Journal of Public Health","","0090-0036","10.2105/ajph.91.12.1929","","Increased emphasis on community collaboration indicates the need for consensus regarding the definition of community within public health. This study examined whether members of diverse US communities described community in similar ways. To identify strategies to support community collaboration in HIV vaccine trials, qualitative interviews were conducted with 25 African Americans in Durham, NC; 26 gay men in San Francisco, Calif; 25 injection drug users in Philadelphia, Pa; and 42 HIV vaccine researchers across the United States. Verbatim responses to the question ""What does the word community mean to you?"" were analyzed. Cluster analysis was used to identify similarities in the way community was described. A common definition of community emerged as a group of people with diverse characteristics who are linked by social ties, share common perspectives, and engage in joint action in geographical locations or settings. The participants differed in the emphasis they placed on particular elements of the definition. Community was defined similarly but experienced differently by people with diverse backgrounds. These results parallel similar social science findings and confirm the viability of a common definition for participatory public health.","2001-12","2023-01-17 12:05:20","2023-01-17 23:09:35","","1929-1938","","12","91","","Am J Public Health","What is community?","","","","","","","eng","","","","","PubMed","","PMID: 11726368 PMCID: PMC1446907","","; C:\Users\Papa ours\Zotero\storage\2TWYUG42\MacQueen et al. - 2001 - What is community An evidence-based definition fo.pdf","http://www.ncbi.nlm.nih.gov/pubmed/11726368","","Female; Humans; Health Care and Public Health; Public Health; United States; Male; Focus Groups; Evidence-Based Medicine; Interviews as Topic; Research Design; Residence Characteristics; Community-Institutional Relations; AIDS Vaccines; Empirical Approach; HIV Infections","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6V3KEUDQ","journalArticle","2018","Malla, Catherine; Aylward, Paul; Ward, Paul","Knowledge translation for public health in low- and middle- income countries: a critical interpretive synthesis","Global Health Research and Policy","","2397-0642","10.1186/s41256-018-0084-9","","BACKGROUND: Effective knowledge translation allows the optimisation of access to and utilisation of research knowledge in order to inform and enhance public health policy and practice. In low- and middle- income countries, there are substantial complexities that affect the way in which research can be utilised for public health action. This review attempts to draw out concepts in the literature that contribute to defining some of the complexities and contextual factors that influence knowledge translation for public health in low- and middle- income countries. METHODS: A Critical Interpretive Synthesis was undertaken, a method of analysis which allows a critical review of a wide range of heterogeneous evidence, through incorporating systematic review methods with qualitative enquiry techniques. A search for peer-reviewed articles published between 2000 and 2016 on the topic of knowledge translation for public health in low- and middle - income countries was carried out, and 85 articles were reviewed and analysed using this method. RESULTS: Four main concepts were identified: 1) tension between 'global' and 'local' health research, 2) complexities in creating and accessing evidence, 3) contextualising knowledge translation strategies for low- and middle- income countries, and 4) the unique role of non-government organisations in the knowledge translation process. CONCLUSION: This method of review has enabled the identification of key concepts that may inform practice or further research in the field of knowledge translation in low- and middle- income countries.","2018","2023-01-17 12:05:20","2023-01-17 12:05:20","","29","","","3","","Glob Health Res Policy","Knowledge translation for public health in low- and middle- income countries","","","","","","","eng","","","","","PubMed","","PMID: 30377666 PMCID: PMC6196454","","; C:\Users\Papa ours\Zotero\storage\G3B5HKAP\Malla et al. - 2018 - Knowledge translation for public health in low- an.pdf","http://www.ncbi.nlm.nih.gov/pubmed/30377666","","Public health; Critical interpretive synthesis; Knowledge translation; Low- and middle- income countries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7IZ6D3R4","journalArticle","2022","Målqvist, Mats","Beyond global health: Redefining the 'public' in public health","Scandinavian Journal of Public Health","","1651-1905","10.1177/14034948221109712","","The world has seen unprecedented changes over the last 50 years, with enormous gains in human health and living standards. Global public health has been a part of this transition to an interconnected and interdependent world, evolving from a medically based international health perspective to a global health discipline focusing on the social determinants of health and systems thinking. As we now face global challenges such as climate change, the loss of biodiversity and antimicrobial resistance, global public health needs to be transformed yet again. Public health needs to redefine its focus. To expand the scope beyond the anthropocentric - and to include nature and our planet as subjects and not merely resources for human well-being - is of the essence.","2022-11","2023-01-17 12:05:20","2023-01-17 23:14:04","","1059-1061","","7","50","","Scand J Public Health","Beyond global health","","","","","","","eng","","","","","PubMed","","PMID: 36114648 PMCID: PMC9578087","","; C:\Users\Papa ours\Zotero\storage\374ITB49\Målqvist - 2022 - Beyond global health Redefining the 'public' in p.pdf","http://www.ncbi.nlm.nih.gov/pubmed/36114648","","Humans; Global Health; Public Health; public health; Global health; planetary health; Anti-Infective Agents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7N94LDX5","journalArticle","2016","Martin-Moreno, Jose M.; Harris, Meggan; Jakubowski, Elke; Kluge, Hans","Defining and Assessing Public Health Functions: A Global Analysis","Annual Review of Public Health","","1545-2093","10.1146/annurev-publhealth-032315-021429","","Given the broad scope and intersectoral nature of public health structures and practices, there are inherent difficulties in defining which services fall under the public health remit and in assessing their capacity and performance. The aim of this study is to analyze how public health functions and practice have been defined and operationalized in different countries and regions around the world, with a specific focus on assessment tools that have been developed to evaluate the performance of essential public health functions, services, and operations. Our review has identified nearly 100 countries that have carried out assessments, using diverse analytical and methodological approaches. The assessment processes have evolved quite differently according to administrative arrangements and resource availability, but some key contextual factors emerge that seem to favor policy-oriented follow-up. These include local ownership of the assessment process, policymakers' commitment to reform, and expert technical advice for implementation.","2016","2023-01-17 12:05:20","2023-01-17 23:17:45","","335-355","","","37","","Annu Rev Public Health","Defining and Assessing Public Health Functions","","","","","","","eng","","","","","PubMed","","PMID: 26789385","","; ","https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=113881428&lang=fr&site=ehost-live&scope=cite; http://www.ncbi.nlm.nih.gov/pubmed/26789385","","Humans; Global Health; Public Health; Health Policy; Human; Epidemiologic Methods; Public Health Practice; Surveys and Questionnaires; Research Design; Assessment tools; Essential public health functions; Essential public health operations; Essential public health services; Health systems strengthening; assessment tools; essential public health functions; essential public health operations; essential public health services; health systems strengthening; Epidemiological Research; Funding Source; Public Health -- Standards; Study Design -- Standards; World Health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HEEQ2WF","journalArticle","2012","Mason, Marlene J.; Moran, John W.","Understanding and controlling variation in public health","Journal of public health management and practice: JPHMP","","1550-5022","10.1097/PHH.0b013e318233d5eb","","Variation in work processes is a critically important concept and method for creating true and sustainable improvement in public health services and activities. This article describes the concept of variation based on W. Edwards Deming's profound knowledge and defines basic terms such as common cause and special cause variation. Control charts are explained as the primary tool for calculating variation within work processes. The article also provides an example of how variation theory can be applied to create sustainable improvement in public health.","2012","2023-01-17 12:05:20","2023-01-17 12:05:20","","74-78","","1","18","","J Public Health Manag Pract","","","","","","","","eng","","","","","PubMed","","PMID: 22139314","","","http://www.ncbi.nlm.nih.gov/pubmed/22139314","","United States; Public Health Practice; Quality Control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B779N9HJ","journalArticle","2013","May, Ellen Lanser","Population health management: Defining the provider's role","Healthcare Executive","","0883-5381","","","","2013","2023-01-17 12:05:20","2023-01-17 23:15:41","","20-22, 24-26, 28-29","","4","28","","Healthc Exec","Population health management","","","","","","","eng","","","","","PubMed","","PMID: 24205557","","; C:\Users\Papa ours\Zotero\storage\GARX3VPT\display.html","http://www.ncbi.nlm.nih.gov/pubmed/24205557","","Humans; Health Personnel; United States; Delivery of Health Care; Health Status; Professional Role","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LR5D75XG","journalArticle","2020","McLaren, Lindsay; Dutton, Daniel J.","The social determinants of pandemic impact: an opportunity to rethink what we mean by ""public health spending""","Canadian Journal of Public Health = Revue Canadienne De Sante Publique","","1920-7476","10.17269/s41997-020-00395-2","","","2020-08","2023-01-17 12:05:20","2023-01-17 12:05:20","","451-453","","4","111","","Can J Public Health","The social determinants of pandemic impact","","","","","","","eng","","","","","PubMed","","PMID: 32780345 PMCID: PMC7418580","","; C:\Users\Papa ours\Zotero\storage\6K9LMPLC\McLaren et Dutton - 2020 - The social determinants of pandemic impact an opp.pdf","http://www.ncbi.nlm.nih.gov/pubmed/32780345","","Humans; Public Health; COVID-19; Pandemics; Canada; Social Determinants of Health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45BBAZXA","journalArticle","2015","McLees, Anita W.; Nawaz, Saira; Thomas, Craig; Young, Andrea","Defining and assessing quality improvement outcomes: a framework for public health","American Journal of Public Health","","1541-0048","10.2105/AJPH.2014.302533","","We describe an evidence-based framework to define and assess the impact of quality improvement (QI) in public health. Developed to address programmatic and research-identified needs for articulating the value of public health QI in aggregate, this framework proposes a standardized set of measures to monitor and improve the efficiency and effectiveness of public health programs and operations. We reviewed the scientific literature and analyzed QI initiatives implemented through the Centers for Disease Control and Prevention's National Public Health Improvement Initiative to inform the selection of 5 efficiency and 8 effectiveness measures. This framework provides a model for identifying the types of improvement outcomes targeted by public health QI efforts and a means to understand QI's impact on the practice of public health.","2015-04","2023-01-17 12:05:20","2023-01-17 12:05:20","","S167-173","","Suppl 2","105 Suppl 2","","Am J Public Health","Defining and assessing quality improvement outcomes","","","","","","","eng","","","","","PubMed","","PMID: 25689185 PMCID: PMC4355721","","; C:\Users\Papa ours\Zotero\storage\VIJBT73B\McLees et al. - 2015 - Defining and assessing quality improvement outcome.pdf","http://www.ncbi.nlm.nih.gov/pubmed/25689185","","Humans; United States; Public Health Administration; Program Evaluation; Efficiency, Organizational; Quality Improvement; Systems Analysis; Centers for Disease Control and Prevention, U.S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SY884FQM","journalArticle","2006","McNeil, Deborah A.; Flynn, Mary A. T.","Methods of defining best practice for population health approaches with obesity prevention as an example","The Proceedings of the Nutrition Society","","0029-6651","10.1017/s0029665106005209","","Childhood obesity has reached a crisis stage and has become a population health issue. The few traditional systematic reviews that have been done to identify best practice provide little direction for action. The concept of evidence-based practice has been adopted in health care, and in medicine in particular, to determine best practice. Evidence-based medicine has its origins in the scientific method and for many researchers this concept means strict adherence to standards determining internal validity in order to justify a practice as evidence based. Practitioners addressing population health face challenges in identifying criteria for determining evidence, in part because of the nature of population health with its goal of shifting the health of whole populations. As well, the type of evidence provided by more traditional critical appraisal schema is limiting. Expanded approaches in finding and defining evidence have been proposed that use: expert panels; broad and inclusive search and selection strategies; appraisal criteria that incorporate context and generalizability. A recent synthesis of 147 programmes addressing childhood overweight and obesity provides a concrete example of using a broader approach to identify evidence for best practice (Flynn et al. 2006). Incorporating evaluation and population health frameworks as criterion components in addition to traditional methodological rigour criteria, this synthesis has identified programmes that provide contextual information that can be used to populate what Swinburn et al. (2005) have described as the 'promise table'. Using this approach a range in 'certainty of effectiveness' and a range in 'potential for population impact' are integrated to identify promising strategies. The exercise can provide direction for agencies and practitioners in taking action to address obesity.","2006-11","2023-01-17 12:05:20","2023-01-17 12:05:20","","403-411","","4","65","","Proc Nutr Soc","","","","","","","","eng","","","","","PubMed","","PMID: 17181907","","; C:\Users\Papa ours\Zotero\storage\7UW74DB4\McNeil et Flynn - 2006 - Methods of defining best practice for population h.pdf","http://www.ncbi.nlm.nih.gov/pubmed/17181907","","Female; Humans; Public Health; Adolescent; Child; Child, Preschool; Male; Health Promotion; Evidence-Based Medicine; Child Nutritional Physiological Phenomena; Obesity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
